STK11,PRKAA2
C1orf124,SLX4
EDF1,NRL
IGHM,PLCG2
RUVBL1,PPP2R5D
TP53,SP3
HNF4A,NOSIP
MEN1,TCF4
RPF2,RPL5
GNB1,OR2M4
FAM113B,TTR
COL4A4,LAMA3
MYC,SDHD
AP2S1,POLQ
KCNQ2,NRCAM
HNF4A,ZNF193
SOD1,ENO3
SMC1A,MCM7
SNAP29,GCSH
PCBP1,LMNA
HNF4A,IFNAR1
GDNF,NTF3
KCNMA1,INA
APOE,LDB3
CHN1,ARHGDIG
RPL14,RPS19
TNFRSF21,NSD1
ARX,MRRF
ATP6V1B1,ARL8B
XIAP,UBE2I
SACS,APOC2
IRF3,JUN
OTUD4,GLA
APOE,CFD
FANCA,SPTAN1
RASA1,TBL1XR1
NPPA,UBQLN4
CDC14A,VAPB
RPS24,EIF2B2
KRT8,KRT13
TTR,DNTT
COL7A1,COL4A2
POR,BIN3
LOC100507575,CBS
HNF4A,LNPEP
HRAS,RGR
TAF6,RPL10
STUB1,UBE2V1
IRAK4,PELI1
TNFRSF1A,FYN
LPL,MED18
SNX3,SRC
ADCY5,PTGIR
COL2A1,PRSS2
CTAGE5,CFH
PBRM1,ARID2
PSMB4,POMP
ATP6V1B2,CTSG
MIR424,FGFR1
HSPA9,DNLZ
EEF1G,MKKS
KSR1,RAF1
EIF3M,RPL5
GAS6,PROS1
RNF111,SMAD2
CUL3,IPO5
PDS5A,SMC1A
CHN1,TIAM2
PRKCE,GJA1
MED12,MED18
NLRC4,AMPD3
GRIN2B,MOG
HNF4A,PAF1
AP4E1,ARF1
PTH1R,RETSAT
MYD88,TRIP6
RFXANK,PHLDA3
RPL38,UPF3B
CALM3,TBK1
ARHGAP29,ACTG2
DDX3X,SND1
CHRM5,GNRHR
PLAUR,GALNS
EDNRB,HRH1
GNAS,PPAN-P2RY11
PSEN1,GRB2
POLR1A,POLR3F
SHH,SMO
TXNDC11,PCNT
RPS11,RPS27
SYT1,CPLX1
ENTPD4,RPS27
NCR2,TYROBP
CUL4B,C9orf117
CTLA4,IFNG
CASR,MCHR1
TRIP11,ARNT
HCCS,PABPC1L
CREB1,CYP19A1
BRCA2,UBC
DEPDC5,MYO5C
BAG3,MAPK3
HNF1A,HSD11B1
KLF6,ARHGAP29
NOTCH4,SMAD3
SOD1,KLC2
CD82,VANGL1
HNF4A,A1CF
PPP2CA,RPL10
NIPSNAP1,LMNA
LRRK2,FLJ45872
NGFR,NTRK1
HIST3H3,NTRK1
CLTC,HSPA4
PRKCD,PTGES3
UBC,SDHAF2
GCGR,PLCB1
KRAS,GATAD2A
TERF2,POT1
MITF,EBP
CDKN1A,RHO
PSMA3,NONO
TP53,CCNK
GABARAPL2,ANK2
RAF1,CCT3
PSEN1,GAPDH
EGFR,FGFR1
PSMD8,MSH6
SARNP,TIMM44
APOB,LPA
COL6A3,MMP19
USP9X,SMAD4
BARD1,TRMT1L
MRPL53,SBDS
COPS5,ACTB
RPS5,POLR1A
PTAFR,TRIO
BRIX1,RPL5
GRIN2B,SNAP25
USP5,RPL5
SSR4,RPL37A
VCP,YOD1
ADCY5,FPR3
IGHG1,GJC2
VPS25,PUS1
GJA1,KPNA1
ADORA2A,PTH1R
MECP2,CCND1
CASR,TACR3
HNF4A,FEM1B
STK25,TGFB3
KCNQ3,SPTBN4
HNF4A,TNPO3
ESR1,MYH14
CUL3,DNAJB11
EBNA1BP2,TPM2
RNF113A,GK2
TADA2A,EIF2B2
KRT9,SPAST
LPAR3,GNB1
ARRB2,DYNC1H1
DMTF1,TP53
FGF10,KLB
BARD1,CSTF1
DPM1,STUB1
EP300,HIST1H1A
BBC3,GFAP
KRT5,KRT6B
TP63,FLNC
GFAP,VIM
RPS27,MDM2
IKBKG,SQSTM1
TAF9,ATP6V1B2
GNB1,PTH2R
POMC,FSHR
RPS27,SRP68
APOE,DERL1
ANXA8L2,RDH12
PLCB1,DGKH
C3,PIK3R5
PUS1,RPL10
CUL3,CLPB
HOXC9,HOXC13
ESR1,IRS2
SGTB,NHS
EP300,MED1
KRT9,CRB1
CAND1,UPF3B
CUL3,KRT14
TRIM63,UBE2D1
UBE2D4,XIAP
EP300,HIF3A
YWHAG,TNFAIP3
PALB2,EXOC6
TOLLIP,CAV1
CUL3,NAP1L4
FUS,SNRPD3
MEOX1,CHMP1A
PSMB4,ADRM1
CSF1R,CSF1R
MBD3L1,GATAD2B
FGFR1,FGFRL1
SARS,RRM2B
ADAM10,NOTCH1
SLC25A28,ATP6V1B2
USP9X,PRPF8
RB1,CDK14
PSMC3,DIAPH1
CASR,PTGER1
KIF21A,DGKH
IRF3,IL8
ATP2C1,RPS25
KCNQ4,HSPA8
HNF4A,MTTP
IQCB1,RRBP1
HNF4A,ENC1
EIF2B2,EIF4E
ELAVL1,KIF1B
SNAP29,MYOF
DDX17,SLC2A9
TNF,TBK1
PYCR2,MYO18A
ZMYND11,SMARCA4
NFKB2,TPX2
HNF4A,COQ3
FXN,BOLA2B
PPARG,APP
PARK7,ITPA
IKBKG,CARD10
RAB4A,KCNA5
ARNTL2,SMAD4
TAB2,ESR1
UQCC,BRCA2
PYGM,RAD50
FUS,MEF2D
UBN1,WDR36
HNF4A,SPCS2
BRCA1,UBE2E1
CLTC,PGM1
ACADM,ECHS1
CACNA1A,RBM12B
NIPBL,MED23
KRT14,PLAG1
HNF4A,KRT10
ELAVL1,GNA11
ADCY1,GRIN2B
GNRHR,NPFFR1
CAV1,PTPN6
FGFR1OP,PACS1
HNF4A,HIST1H2BG
LMO4,PTPN11
EYA1,POLR2A
STX1A,CACNA1C
GNB1,CCT7
GMPPB,LMNA
TSC1,EIF3F
TRPC4AP,TNFRSF1A
GRIA2,AP2S1
KRT14,DERL1
MYO5B,GRIA1
SSH3,ACTB
FBL,POP1
KIAA1279,SPTAN1
NCBP1,SF3B4
VHL,CD44
SDHA,RAB14
TCF12,NCOR1
FGF3,KL
SPG7,LZTS2
PKLR,ARHGEF6
STAT1,SHANK1
C5,ADCY5
AP4E1,CACNA1I
TRIO,SYDE1
PPARG,ZSCAN1
AP1S2,NAPA
CRKL,PTPN11
SSR4,RPL13A
PAK1,FOXL2
USP3,PKLR
RAF1,RIT1
CENPE,HDAC8
TAF1,MPV17
TP63,ATP5A1
GJA1,VPS29
NCAN,CHST14
STK11,CAB39
SLC30A6,ACTB
SMN1,PHF17
SMARCB1,CSNK1D
DYRK1A,LZTS2
TBPL1,OPA1
GNB1,KCNJ2
RRM2B,GOT1
UBC,ADAM17
NCF1C,NCF4
BARD1,TCEB3
GNRHR,GRP
POMC,FPR1
GRIN2B,EPHB2
CUL3,PRPF4
PSMD14,POR
OPTN,FOS
SLC25A4,IDH2
CDKN1B,TSC1
ALDH1L2,WDR11
SNCA,SSB
ESR1,LASS2
SLC9A6,6-Mar
APOA1,PTPN5
TAF1,ALDH18A1
SFRP4,DNMT3B
PLCB1,GPRC6A
TGFBR1,RAB33B
EDA,LEPREL1
CLEC11A,XIAP
LTB4R,LPAR6
GTF2F2,PRPF4
EP300,TCL1A
F2RL2,TRIO
PLK4,PNPLA8
LPAR6,HTR2C
RPS19,RPS28
GNB1,CGA
TNFAIP3,MCM6
RCHY1,SERPINA1
GYG1,PYGM
SMARCD1,EYA1
NUPL1,GCK
CALM3,GRIN2A
FBXO5,PSMA3
CASP7,RB1
PRDX2,MSH6
HOXA13,HOXC13
ACY1,TTC1
HNF4A,PCSK6
WDFY2,FIBP
FUS,RPLP1
CUL3,YWHAZ
HNF1A,HNF1A
CTLA4,CTLA4
ATR,CEP164
BRCA2,MAGED1
EP300,ETS1
NTHL1,ACTR2
FAS,MOCS3
SACS,PEG3
BSND,APP
PROKR2,NMS
DEPDC5,EIF4A1
DNAJC3,TIRAP
EPB41L4B,LAMC3
STAT1,CCL2
TRNT1,CLNS1A
SOX2,PRTFDC1
WDR45,HAAO
FAS,FAF1
POLR2D,TXNL4A
CD44,STAT3
AP4S1,AP4S1
PRPF4,SART3
BRCA1,GFI1B
DOHH,PMM2
SCN10A,GJA1
CLTC,RPS6KA4
HDLBP,VPS35
HNF4A,SAP18
ATP13A2,SPCS2
TRIO,ARHGAP15
XRCC1,CHEK2
NOTCH1,NBEA
RHOT1,ATP6V1B2
NCSTN,THRAP3
PRPF40A,SMARCE1
TP53,SAE1
TNNI3K,ACTC1
RPL10,ERO1L
ABCC2,MRP63
LIMA1,IKBKG
ZNF384,COL1A1
NDUFS8,OGDH
PALB2,ITGA2
GCH1,FPGS
IQCB1,THBS1
DCUN1D3,CUL3
ARAF,TIMM44
APC,STRN
CFTR,PRKDC
STARD13,TUBA1A
UBC,ATM
MYL3,VIM
CPT2,CARM1
FLNB,RRAS
SCNN1G,TSG101
RPS19,RPS5
USP53,ARG1
SUPT6H,SMAD2
GNA11,CCT2
PIK3R1,SRC
CUL4B,HNRPDL
SOX2,ENPP4
ERCC3,TP53
SBDS,RPUSD2
GRHPR,HK1
ALPL,TRAF3
AAAS,NUPL1
FH,CAB39
ESR1,MED21
RNF8,CHEK2
MIR192,DDX3X
ASB2,FLNB
KYNU,GCK
CBS,ARPC3
CUL3,C17orf85
STRN3,TCF12
P2RY6,PLCB1
HNF4A,NCOA1
HNF4A,WASL
CUL3,PDPR
ITGA7,LAMA2
HNF4A,CD55
TNFRSF1A,JAK1
TSHR,GPBAR1
FFAR2,GNRHR
PPP2R5D,NAT10
HNF1A,MID1IP1
BCR,KIT
IAPP,PTHLH
APOA1,
KRT5,RLF
HNF4A,PIGN
GCG,GNRHR
UNC13D,DPYSL2
CUL4B,CALM2
JAK3,HRAS
ESR1,CRIPAK
HNF4A,FAM164C
SOX10,POU3F2
SMAD4,IRF3
CHN1,PREX1
TGFBR3,ACVR2A
MC2R,TSHR
NOP56,RBM28
SRC,DAAM1
DNASE1,ACTB
SEC24B,CLCN5
NRAS,SHC2
ADCY3,MC1R
TAC3,UTS2D
PLCB1,PIP5K1B
KNG1,PLCB1
APBA2,CASK
PDCD2,POLR1A
HSPH1,DNAJC3
NCBP1,RPS19
DRD5,GNB1
EFS,SRC
TMEM184C,AGPAT2
FLNA,SPTBN2
UBC,ABCA7
ARSB,SUMF1
LMAN1,TSFM
TRAF4,MKRN3
EGFR,SH3BGRL3
TOPBP1,NBN
E2F1,RB1
MSH2,DNAJC9
NTRK1,HSP90AA1
POR,HMOX1
CALM3,PLCG2
LDLR,MYC
HSPA5,CTSA
GSPT1;GSPT2,ERCC3
ATP1A3,CCT7
EIF2B2,EIF3D
UHRF2,RB1
GNB2L1,MTOR
NR3C2,NCOA2
SMARCC1,ATR
ANK2,KCNQ2
GPSM2,ARHGAP26
TGFBR1,TPM1
FSHR,PTGIR
RPL10,EIF2S3
ADRA1D,EDNRA
TSHR,FBXO7
CDKN2AIP,ARID2
COL4A5,COL6A5
UBE2D4,SARS2
HSD17B10,PHB
RAF1,CASP9
NFATC1,IL12B
GNRH2,TAC3
CAMK2D,ACTB
TRIM63,JOSD1
PSMA3,MMS19
COL11A1,MMP11
CCNH,PSMA3
SLAMF1,ATP1A3
PPARG,MED25
PMM2,NOM1
NTHL1,UBA1
ST3GAL2,CHST6
FGF10,HBD
AGA,KLK3
MIR221,PTEN
SUMO2,WDR36
DCAKD,ATP6V1B2
CUL3,NT5DC2
ADCY5,MTNR1B
EP300,KRT18
VHL,TGFB1I1
YWHAB,DDX3X
HNF4A,PSENEN
CEP57,UIMC1
SOX10,OLIG2
CHMP4B,INTS5
MDN1,VPS13A
PICK1,FXN
RUNX2,BSCL2
E2F3,MSH2
GJA1,PPIA
MSX1,DLX3
SMARCB1,VDR
DIAPH1,VAV3
DDX3X,HLA-B
GCGR,GNRHR
KRT9,AGA
AR,UBE3A
BRAF,RB1
BRCA1,MRE11A
MYH10,MCC
ARPP19,IKBKG
MITF,APP
ANXA7,FGB
TTC19,TM4SF19
CHMP4B,KTN1
CASR,HRH3
NT5E,ARF5
GYS1,DIAPH1
HK1,CYCS
RPL10A,RPS19
ARHGDIA,MYO9B
PPIE,CBS
PGLS,HK1
TICAM2,OPN1LW
HSPA9,LDHA
BARD1,AKAP8
CFTR,PPP2R1A
ATP1B4,POMT2
HNF4A,MRP63
NME3,UBE3B
FANCG,FANCB
KCND3,AUP1
NLRC4,AP1M1
CIB1,ITGA2B
SSR4,RPS24
DNAJB12,TNFRSF1A
HNF4A,OGFOD2
OPTN,YWHAH
A1CF,UPF3B
MED12,EHMT2
SLC2A1,TMED10P1
SH2B3,FLNA
KCNMA1,TSC22D1
MTHFD1,RPL32
BECN1,TP63
ALK,STAT3
STK36,GLI2
FGFR3,SLC25A6
COL11A2,COL5A3
RRM2B,DOHH
CPT1A,MAPK3
SYT1,SIN3A
BTF3,ESR1
NONO,MRPL39
AP4B1,AP4E1
IFI27,STAT1
YAP1,UGP2
EGFR,SCAMP3
MAPK12,CDON
HRH2,LHCGR
BARD1,SNX3
TBL1XR1,TBL1X
RABGEF1,L1CAM
PRKCZ,MSH6
CUL3,GMPS
FLNB,RHOA
STUB1,PSMA3
PRF1,GZMB
MMP13,BCAN
HCRTR1,PROKR2
PIAS1,GATA4
RANBP3,APOC3
IKBKG,SENP2
PCBD1,ZNF263
FOXP3,NFATC1
GET4,ATP13A2
ESR1,TUBB1
CCDC63,SMC3
C5,MTNR1B
PRNP,TBPL1
CUL4B,POC1B
RACGAP1,NRAS
CUL4B,TUFM
SF3B4,SSBP1
HNF4A,TGS1
MIR421,ATM
UPF3B,THOC4
TGFBR1,HPCA
SMC3,SMC3
UBE3A,BLK
AHCY,BRAF
MYH10,PHB2
SNTA1,PRLHR
HINT1,FKBP2
GNA11,SS18L1
DES,TPM2
KRT5,SPAST
HNF4A,CYP2J2
TUBA4A,TUBA1A
NAA15,PSMD1
CUL3,LZTR1
LIG4,FLNA
TP53,JAG2
PPP2R5D,EEF1A1
CNOT1,F7
LCK,STAT3
CARD11,USP2
MIR217,PTEN
SPAST,SERPING1
RPL37A,RPS19
PRPS1,NAP1L1
PTH1R,CLN3
PSENEN,TAB2
PAFAH1B1,CEP192
RRM2B,NPAT
ARNT,SRC
CAMLG,PKHD1
HTRA1,PARD6B
ESR1,IPO7
KCNJ12,DMD
RAD21,THOC4
CPT2,NCOA3
GATA4,HAND2
SMC3,SKA1
SUPT16H,SLC2A2
KRT16,TLN2
PRKCA,GJB1
ATP6V1B2,GBAP1
NIPBL,TOMM40
KRT1,PHC3
ACTB,WDR1
CBS,UBA2
OR3A2,ATM
SACS,ATM
FOXC1,C17orf106
UBC,POGZ
IL28B,IL10RB
CAMTA1,KRT14
ZBTB16,CEP72
CSF3R,LCK
UCHL1,SPTAN1
HACE1,RARG
CLTC,NECAP1
ZFP64,CDKN2A
HTR1B,GNB1
DAG1,DAG1
WWOX,CEP164
ATP2A2,TNFRSF1B
APC,PSMD11
LAT,SCN5A
PSMD4,SOD1
NFKB2,CCND1
MAGOH,KRT5
EDNRA,NMS
FUS,DDX1
PLCD1,MTOR
PNPO,FH
PIN4,RPS19
NFKB2,MAP3K7
CEBPA,TNFRSF1A
UBC,INVS
ICT1,FASTKD2
SALL2,ADAMTSL4
PARK7,SUMO1
HNF1A,C4BPA
PAK3,ITSN1
UQCRC1,CBS
CFTR,SUMO3
ASPM,PLK1
SPAST,SOAT1
SNCA,HSPB2
TNFRSF1A,UBE2I
ESR1,CCNH
TAP1,PSMA3
FYN,ITGB3
TGFBR1,WSB1
PDX1,SLC2A2
TK1,TSC2
SLC1A5,GJC2
CACNA1A,MATK
RSPH9,LONP2
ARFGEF1,PCSK9
PTCH1,IHH
EXOSC5,ITPA
NPHS1,AHSG
RWDD1,PKLR
PTK2,TRIO
HDLBP,SOD1
ESR1,PARP1
HDAC8,RPS28
BARD1,RBM39
NLE1,PHGDH
RRM2B,PCSK9
MYD88,UBC
NOTCH1,SKP1
PLA2G4F,KRT5
SMN1,BAG6
FLNB,RAB5C
FN1,RPS19
FKBP1B,ITPA
AMHR2,TGFBR1
PTPN11,UBC
ZMPSTE24,ATP6V1H
CHMP4B,ATP6V0D1
TPM3,FASN
CD2,ITK
SMC1A,NBEAL1
SERPINA6,SERPINF1
BTF3L4,PMM2
PLK2,SNCA
UBE2I,ZEB2
CALM3,MYLK
RBL2,TIMM8A
RPL18,RPL10
ESR2,SCN1A
PIK3R2,NTRK1
TACR3,F2
COL4A1,MMP9
MIER1,CREBBP
NAA15,STAT1
SMCHD1,SRRM1
MLH1,AMOT
KIF3B,TBCK
SPAST,CHMP3
HNF4A,CYP3A5
TGFB3,ENG
SMPDL3A,HNF1A
ACE,ACE2
SUMO1,POR
SLC4A1,CDKN2A
IKBKG,MAFIP
SLC26A4,SLC26A1
DCTN1,RFXANK
CRYAB,PRELID1
RAC3,OCRL
PAPSS2,SULT1B1
KRT16,SCAF1
SEC11C,RPS19
ESR1,AP2M1
LRRK2,SH3GL2
TP53INP1,TP53
SYNCRIP,PTPN11
ABCB7,IPO4
ADCY5,GAL
SCN4A,SNTB1
FGF1,FGFR1
GRK5,AFF4
SPAST,KCNMA1
TARDBP,AKIRIN1
LPAR6,PTAFR
BMP4,BGN
PSMA3,RUVBL2
ERCC3,RFC3
PRKCSH,BUB1B
GSN,APOC3
ELMSAN1,GNAS
OSR1,VHL
CREBBP,MAML2
MLH1,POLH
DMPK,RAF1
ATP1B4,TGFBR3
PRIM1,CHEK2
PSPH,TNFRSF14
SNTA1,KCNJ15
FGF7,KL
PRKCSH,RPS7
SDHB,UQCRC1
SRC,STAT3
DMD,HP
FGFR3,STAT3
CUL4B,LYZ
PMPCA,WDR45
CALCB,LHCGR
RBM28,PRKAR2A
PSMA3,HSPA8
DEPDC5,GPT
SOD1,TIAL1
PCYT1A,MARS
VPS35,SAC3D1
SUMO1,SETBP1
RAN,NGLY1
BMPR1B,NKIRAS1
MAP2K1,CDC37
LRRK2,ACTA2
MAT1A,TUBA1A
SH3BP1,NLRP3
NFKB2,LGALS3BP
CUL3,ATP6V1A
NFKBIA,RPS6KA1
NOD2,RIPK1
CARM1,SRC
FSHR,AVP
BCOR,NFS1
SEL1L2,VCP
CTNNB1,PSMD2
KCNMA1,GJC2
ICAM1,STAT1
GNB1,PMCH
POT1,HNMT
MMS19,WDR36
YWHAB,GRIN2B
COL7A1,MMP2
GRIN2B,ATP5C1
ESR1,TMOD3
SCN2B,DDX20
TUBA1A,TUBA1B
TARDBP,GLB1
ITPA,RUVBL1
RPS27A,STUB1
RYR2,DCD
STXBP1,UGT8
ZMYND11,MYB
SMN1,HNRNPH3
FAS,DAXX
MED7,LEP
MPV17,MRPL13
KRT72,SERPIND1
SMC3,HDAC8
CDH9,CTNNB1
SMN1,CARHSP1
TAF1,BTD
RPL14,RPL10
AKT2,TBC1D4
USH1C,MYO7A
TRIO,ARHGAP24
HSPA9,KRT18
CACNA1A,NDUFB8
HNF4A,CSDE1
UBC,UBE3A
PTS,AGFG1
DDX31,WDR36
MIR29B1,COL1A1
ELAVL1,AAGAB
CUL3,PIK3R2
FLNB,INF2
YWHAB,GRM1
CASR,GPER
SMAD3,SREBF2
LRRK2,YWHAH
CSNK1E,SMC1A
SH3BP5,PALB2
TXNL4A,CDC40
KCNQ2,KCNAB3
POLR1A,URI1
FOXC1,EIF2B4
XRCC5,MSH2
CPSF7,TPM2
TGFBR2,SBF1
CACNA1A,MANBAL
RAD23B,PAX3
SC4MOL,ATP6V1B2
POMP,FAM46C
CLTC,CHMP1B
MIR130A,ESR1
SMAD2,ZNF8
HNF4A,DNAJB4
POP4,PRKCSH
TCF3,RB1
LRRK2,CAPZA2
TACR3,APP
BMP2K,RPL5
PIK3CA,NTRK1
CTNNB1,PSMB4
ABCC5,SERPINA3
COL2A1,COL14A1
KCNMA1,ACTR1A
UBC,BRAF
DMC1,BRCA2
TREML1,PTPN11
SMN1,RNF5
ATM,MTRR
HIST2H4B,CBS
GNB1,OR51I2
STX1A,SYT1
SMC3,NDC80
CREBBP,HNF1B
KRT5,IGDCC4
ATP6V1B2,ATP6V0C
SPTLC1,TNPO2
HOXB5,ATP6V0A2
AGT,ADCY5
JAK3,STAT1
RB1,UBC
NDUFS3,NDUFS8
VCP,ALS2
CHRM3,GNRHR
UBC,MTO1
ZFAND5,IKBKG
CTNNB1,WNK1
VANGL1,SIRT6
SPINT2,ZDHHC18
DPEP2,POGLUT1
NIPBL,CBX3
EPS15,AP2S1
PAFAH1B1,SPC25
HNF4A,NKIRAS1
FAS,CD28
SPAST,PDE4B
RPS19,RPL4
EPHA7,GNB1
WRN,PCNA
TGFBR1,ANK1
MYC,RUNX1
COL1A1,COL4A3
SPI1,CREBBP
HNF4A,SCYL3
NUP85,UPF3B
ITGAM,C3
BMPR2,FHL2
CDC14A,NACAD
RPL5,RPS17
MYH11,ROCK1
PLA2G6,PLA2G4F
TP53,HDAC3
WDR61,HK1
CDK2,KITLG
CUL3,COPS7A
HNF4A,TXNIP
CCL23,KISS1R
KCNMA1,DFFA
ATRX,DAXX
DPP7,CSTB
UBC,FOXRED1
GSTZ1,GSS
CCK,GNB1
HNF4A,MYST2
E2F4,ARID1B
ADA,GLO1
FBXO42,TP53
KRT5,CFB
TERF1,SBDS
CHN1,RHOT1
CHMP4A,EGFR
EP300,PAK2
PACRG,TUBA1A
NDUFA3,NDUFS8
ARX,CLTC
SMN1,SNRPD2
KDM6A,GATA4
RPL10,UTP23
CSF1R,SHC1
CUL3,GNL3
INADL,TSC1
SDF4,SERAC1
GATA3,ZFPM1
FAN1,PMS2
ZC4H2,ZNF490
ATP5G1,NDUFB3
ACSL4,PYGM
RRAGD,MTOR
RNASET2,PDIA5
GTF2I,GATA3
UBC,NHEJ1
EAF1,AFF4
SMAD3,AXIN2
ESR1,TPM1
EP300,HOXB4
PDGFB,PDGFRB
STXBP1,LOC100506980
NR3C2,ACTG1
GAPDH,AFG3L2
AGTR1,PTPN11
VPS35,BOP1
CUL2,KRT16
HDAC1,NKX2-5
PRKCE,ITGB2
CUL3,NACA
MLN,PLCB1
MLH1,MSH3
SUMO2,CHD2
FLNA,GP5
WDR36,NHP2
GTF2B,HRAS
SOX2,ZEB1
L1CAM,CLTA
CLTC,CLTA
AZI1,TTLL5
MYH9,FLNA
NOTCH1,PPP2CA
CHMP1A,KIAA1715
KCNC3,KCNAB2
JUN,KRT8
ADAM11,ADAM22
HIST1H3A,GATAD2B
SRRM1,SMC3
NOTCH1,VAV1
ORMDL2,PCSK9
DDX18,RPL5
AQR,TPM3
AR,CTNNB1
SSR4,RPL19
SMARCE1,DPF2
TP53,GTF2A1
UBE2E1,PSMA3
RAF1,BCL2L1
APOA1,TTPAL
PDK2,DPP6
ACTG1,ATP6V1B2
CYTB,SDHD
VCP,MAPK3
COL2A1,PPIB
CUL3,RBM3
IL10,STAT3
PPP1CA,CAV1
TP53,GAPDH
PTGDR,AVPR2
APOE,BBC3
TADA2A,CTNNB1
OCRL,RHOT1
FBLN1,FBN2
RYR2,DNM2
DDX47,KRAS
SIRT1,BRCA2
MEN1,PLCB3
EDNRB,GPR132
ITPA,CAD
RPS19,RPS25
ABCE1,RPL10
TUBA1A,DCTN3
APOA1,QDPR
MYC,AP4S1
NET1,ARHGAP31
IKBKG,HSP90AA1
SQSTM1,NBR1
PRKCB,PTPN11
SYT5,CACNA1D
SMC1A,GTF2F2
DAG1,SRC
AP1B1,FTL
PLK4,ALMS1
CFB,KRT6A
RNASE1,DNAJC3
TYRP1,TYR
GNB1,PIK3R6
PTCH1,CAV1
SRRM1,FUS
DRD4,MTNR1B
NFKBIA,HDAC2
GNAI3,PLCB1
PFN1,UNC119
PRPF4,WRAP53
ANAPC2,PSMB8
RARS,IKBKG
ATF7IP,SMAD4
ADCY5,MC5R
CTSA,DUOX1
CUL3,DDX6
OPHN1,SOS1
PCNT,CEP76
DYRK1A,MED15
PALB2,THRAP3
SART1,PRPF4
ESR1,HPCAL1
MYC,TGFB3
BRWD3,MRPL13
USP9X,PEX5
SVIL,SPTAN1
PMS1,PMS2
PYGM,MAP3K3
HLA-DRA,TCTN2
C7,PLG
SLX4,NRD1
PSMA6,PSMA3
ACTB,RAD50
UBC,GJB1
KCNA4,SRC
PRKAR2A,SOD1
NUP98,MTO1
C13orf16,LEMD3
PDCD11,SLC2A2
LPAR6,ATP8B2
SNORD54,POLR1A
GNB1,OR5L2
ACTB,ACTBL2
SEC11C,RPL10
DNER,PSEN1
FLNA,ALDOA
SMAD4,RAB3B
FANCD2,MLH1
RFXANK,COL1A2
SMAD2,NHLH2
TNFRSF1A,XPOT
MIR10B,CDKN2A
GOLPH3,SDHB
MYD88,IL1R1
KIF19,NBAS
EMD,C1QBP
EGFR,NDN
ESR1,POFUT1
UROD,COX6B1
TUBB,ALMS1
DCX,TRA2A
CDC5L,TBL1XR1
SLC9A6,ELOVL5
SOS2,EGFR
TBK1,TAX1BP1
EP300,CIITA
CSK,SRC
PRKCA,CASR
PTCH1,ZNF84
PSPH,OGT
SACS,IGDCC4
CAPN1,HSPA9
NUTF2,PMM2
PKLR,PAK1
AVPR2,GNG2
KIF2A,HDAC8
CRMP1,SEMA3A
FBXO11,TP53
COL3A1,MMP9
UBC,CTSC
PTPN11,LEO1
PSEN1,VASN
DCC,APPL1
GAL,GNB1
MAP2K2,KRAS
GNB1,GNA11
PCSK5,SF3B4
FSHR,PIK3R6
IKBKG,TRIM23
NCOR1,ANKRD1
KCNH2,KCNAB2
CDKN1A,PSMB4
CORO1C,GNAS
HSPA9,AGPAT2
AP2S1,STAM
VHL,KIF3A
HNF1A,LDHA
ITPR1,PTEN
POLR2C,TXNL4A
PPARD,PPARG
RB1,NDC80
IGFBP3,COL1A1
HNF4A,ABCC2
FH,GPD1
PAFAH1B1,DCX
NMT2,TP53
NOTCH1,INPP5B
UBC,NOTCH3
DDX56,PSMB4
SOD1,PPIF
CUL2,TTN
CDH16,CTNNB1
MYH9,BCS1L
INSL3,IL2RG
SCNN1B,SERP1
HSPA9,LDHB
DICER1,SLC9A8
TAF1,TELO2
ADCY7,PRKCD
HNF4A,NTN4
SMS,SMS
RECQL,TOP3A
WDR3,PUS1
C3,ADCY5
TEAD4,SMAD3
ESR1,LYZ
SERPINE1,LRP1
SMARCE1,EWSR1
SLC25A4,NSA2
ETV6,IL12B
MAX,BCKDHB
SPTA1,SCN8A
GABARAPL2,MCCC2
CASR,EDNRB
HNF4A,HTT
SCN5A,SLA2
GNRHR,TBXA2R
MDN1,RBM28
FANCB,UBC
DYNC1H1,HLA-DRB3
POU5F1P4,NR0B1
SCN2B,COG1
KIAA0664,MYH8
ITSN1,CLTC
KCNMA1,SERPINB6
TGS1,SPAST
FMO3,CYP4A11
VCP,PKM2
IQCB1,QDPR
RPL5,RPL36
ADCY6,LHCGR
RTEL1,WDFY3
CEBPA,RPGRIP1
SMC1A,PGAM5
SACS,GABBR1
EP300,HEYL
DMD,MYBPC2
HFE,HSPA5
POLR2A,UPF3B
EIF3G,PCYT1A
HTR7,PTH1R
POMC,PTGIR
AGA,IGKC
KCNMA1,IGKC
ACTG1,ANK2
BRCA1,SYCP2
POLR2G,EFTUD2
MECP2,YBX1
DNAJC8,SF3B4
RPS27,RCC2
HNF4A,ISOC2
MIRLET7G,KRAS
VPS35,SNX6
SPINT2,UBR3
FOS,SMARCB1
SNCA,SGSM3
HEXIM1,TP53
CUL3,SNRPG
TINF2,ARHGDIA
FGF10,PIK3R2
SLC25A4,IDH3A
MRRF,RPS19
P2RX2,P2RX1
ENPEP,REN
HNF4A,METTL7A
APC,TNKS
SMARCE1,SF3B3
ARRB1,DGKE
CUL4B,CUL4B
PYGM,PSMB2
GRN,GNB2
GNA11,DGKA
PRKCSH,BUD31
ATR,RPS7
RBL2,MLH1
NAA15,RPL31
CFTR,HSPA5
PSMA3,POMP
CYC1,SURF1
PPAN-P2RY11,RPL10
